IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
72,80,59,64	0,1,0,1	91,75,67,67	2,0,0,4	298	298
75,79,60,64	76,80,61,86	93,75,69,67	69,90,81,60	298	298
51,67,69,74	107,86,107,113	72,48,78,80	149,132,137,124	255	298
22,23,16,19	27,46,26,28	23,22,23,32	28,28,47,39	253	298
0,2,1,2	3,1,1,1	2,2,5,3	2,5,4,5	225	225
0,2,1,2	3,1,1,1	2,2,5,3	2,5,4,5	225	256
100,103,107,114	131,138,141,162	123,87,96,111	139,124,149,159	248	212
3,6,4,5	130,138,137,158	3,2,5,3	133,120,146,158	248	212
50,47,51,57	130,138,137,158	51,58,55,58	133,120,146,158	240	212
50,47,51,57	3,6,4,5	51,58,55,58	3,2,5,3	240	248
52,43,54,60	154,136,146,167	57,55,58,59	112,138,163,115	240	248
103,93,119,139	210,197,217,237	119,77,117,107	165,188,206,168	298	248
108,91,94,84	54,45,42,38	84,85,96,84	40,39,42,47	239	215
15,17,27,26	145,176,152,140	22,12,11,23	162,96,147,161	161	247
15,6,18,9	22,25,24,25	15,8,8,14	21,25,31,18	295	295
72,75,79,67	124,156,137,127	71,68,59,62	146,118,154,146	225	262
38,22,32,27	33,23,23,36	35,42,35,31	37,43,55,49	211	264
41,24,33,29	26,28,22,24	34,43,35,32	36,37,32,40	211	241
0,0,0,4	2,15,5,12	1,0,0,0	4,10,9,4	173	200
0,0,0,4	3,3,3,7	1,0,0,0	0,7,1,3	173	203
281,262,252,267	175,202,160,189	188,176,166,208	159,149,128,153	298	238
0,0,1,0	173,202,160,188	1,0,1,0	159,145,125,153	298	238
3,0,1,1	323,362,301,347	3,2,5,1	257,249,239,246	286	298
0,0,2,0	230,252,271,215	6,0,4,0	234,177,201,261	298	298
26,33,33,38	349,397,435,365	38,41,37,30	367,310,295,414	298	298
0,0,0,0	71,87,80,88	0,0,0,1	114,93,81,80	208	298
0,0,2,0	9,10,3,7	6,0,3,0	7,9,7,2	208	207
67,42,69,74	72,63,57,56	75,59,69,70	59,65,55,65	285	242
14,13,13,16	11,17,13,14	17,5,7,27	27,18,14,30	203	222
44,21,52,31	98,76,98,79	43,27,41,30	95,96,96,102	266	275
44,21,52,31	101,105,104,116	43,27,41,30	138,113,116,120	266	294
55,67,57,53	52,61,67,55	48,47,42,32	81,61,66,57	298	298
9,6,7,4	18,11,32,19	7,6,4,13	32,28,16,21	298	227
5,5,7,1	33,31,38,36	12,7,4,2	32,37,27,39	260	298
15,6,22,16	42,33,45,40	17,17,13,12	38,42,30,50	260	298
6,5,6,17	33,33,40,36	11,10,7,11	32,37,27,39	298	298
15,22,18,9	33,33,40,36	19,16,22,27	32,37,27,39	298	298
15,6,12,21	19,25,32,24	17,15,10,22	16,15,15,33	298	260
24,23,24,13	19,25,32,24	25,21,25,38	16,15,15,33	298	260
38,33,35,33	40,32,40,36	34,25,29,27	46,31,43,42	230	235
34,50,39,43	30,24,37,32	47,40,49,37	40,25,38,36	224	235
97,104,89,69	113,127,132,111	94,65,80,81	139,100,136,131	242	287
79,108,110,122	84,82,84,68	138,123,109,123	109,107,119,151	298	278
37,49,65,58	26,33,30,17	56,45,50,71	26,28,26,31	298	298
23,32,21,22	15,9,13,10	16,15,19,16	12,16,3,11	290	205
8,1,3,2	3,3,5,1	5,5,3,2	6,3,1,0	298	241
235,219,290,238	181,227,223,191	297,249,263,289	192,194,236,214	298	229
1,0,0,0	3,1,1,0	0,0,1,0	0,1,0,0	278	281
5,2,7,8	24,33,38,27	3,8,7,7	33,32,29,26	260	298
6,10,8,11	214,260,206,236	14,11,6,6	175,148,151,203	233	264
45,51,49,47	214,260,206,236	44,24,34,27	172,147,151,203	233	264
193,260,210,230	173,151,145,149	178,163,123,169	110,130,115,126	264	240
127,132,115,145	186,221,188,184	98,74,78,99	159,129,126,167	240	269
28,25,27,17	510,499,327,358	18,15,30,17	337,313,256,301	298	298
56,79,56,48	507,502,323,364	55,50,43,54	339,320,255,299	273	298
37,43,42,35	508,490,312,351	38,33,19,36	340,311,260,286	205	298
33,42,37,30	508,490,312,351	31,34,17,28	340,311,260,286	197	298
75,80,78,57	352,431,228,271	53,58,32,55	266,212,216,239	205	273
66,77,68,57	352,431,228,271	51,62,28,50	266,212,216,239	197	273
75,80,78,57	263,298,173,201	53,58,32,55	192,147,162,182	205	298
66,77,68,57	263,298,173,201	51,62,28,50	192,147,162,182	197	298
126,129,105,93	125,152,155,117	96,73,84,85	120,126,115,129	269	298
135,124,109,113	112,107,136,111	90,74,77,113	93,74,106,96	298	269
140,126,121,124	161,165,136,111	87,72,82,99	118,96,114,106	298	298
206,214,260,256	289,302,290,321	260,261,318,245	347,256,352,340	298	298
218,255,251,214	133,173,196,170	201,183,193,196	140,167,152,145	236	206
139,155,132,150	154,178,151,146	141,117,106,113	154,114,152,155	201	197
3,0,0,0	0,0,0,0	0,0,0,0	0,2,0,0	187	298
119,139,149,151	171,136,141,169	133,137,149,162	182,168,177,154	256	235
58,52,47,42	71,64,61,70	50,52,49,55	73,57,81,76	265	293
41,63,54,61	54,46,60,50	51,34,81,69	54,47,67,56	293	261
1,0,1,1	118,100,103,104	1,0,0,0	71,71,54,94	252	183
47,44,34,45	41,44,42,44	25,29,14,37	25,28,38,26	298	298
77,65,62,67	124,119,107,106	61,69,68,53	128,122,108,97	246	298
83,71,62,70	130,116,89,111	67,71,51,62	121,86,81,111	225	228
5,4,3,4	47,91,59,54	13,7,11,7	69,43,62,71	169	220
112,116,90,110	0,5,0,0	135,135,115,137	2,1,0,6	298	293
82,66,56,85	0,5,0,0	108,60,73,99	2,1,0,6	282	293
82,66,56,85	112,116,90,110	108,60,73,99	135,135,115,137	282	298
121,128,108,124	14,16,11,26	151,131,158,161	23,9,12,31	232	282
121,131,100,109	34,44,41,35	155,125,137,151	34,44,50,56	232	282
13,12,2,12	31,39,13,17	11,10,10,13	24,13,24,24	222	174
70,72,65,84	31,39,13,18	59,66,46,51	24,13,24,22	222	174
117,136,152,159	75,68,73,79	160,131,153,109	83,81,86,101	230	201
95,111,137,143	99,109,127,131	129,110,128,97	153,116,131,131	230	211
15,10,15,10	99,109,127,131	14,16,14,7	153,116,131,131	226	211
78,84,82,91	124,133,141,147	91,77,79,102	186,141,159,142	201	211
24,11,11,14	10,10,3,9	9,12,15,13	12,9,7,14	239	164
15,11,10,11	1,0,0,0	8,10,11,7	0,1,0,0	239	164
15,11,10,11	4,3,6,4	8,10,11,7	11,6,9,10	239	263
1,0,0,0	4,3,6,4	0,1,0,0	11,6,9,10	164	263
0,0,0,0	7,5,5,3	0,1,0,0	9,5,7,7	164	263
0,0,0,0	4,2,8,3	0,1,0,0	4,2,1,2	164	189
1,1,0,1	10,2,4,7	0,0,2,1	9,8,8,9	164	263
1,1,0,2	11,4,3,5	0,0,2,0	6,7,8,5	164	263
1,1,0,2	3,0,7,3	0,0,2,0	4,3,1,1	164	189
7,5,5,3	4,2,8,3	9,5,7,7	4,2,1,2	263	189
11,4,3,5	3,0,7,3	6,7,8,5	4,3,1,1	263	189
4,1,4,2	144,148,168,151	5,2,1,7	168,134,172,145	191	248
59,69,74,66	93,107,93,109	77,50,57,72	116,93,101,128	247	298
80,94,93,110	57,64,43,46	93,86,80,99	71,62,68,72	273	235
18,19,19,19	49,52,61,56	37,35,22,27	55,51,44,61	247	298
18,19,18,19	51,62,44,42	37,35,22,27	61,50,45,62	247	298
0,1,0,0	30,18,24,29	1,0,0,0	24,30,32,26	240	234
0,2,0,0	30,18,24,29	1,0,0,0	24,30,32,26	298	234
315,341,319,365	398,395,454,448	378,283,303,356	482,434,392,482	266	263
39,30,40,31	35,24,25,27	18,24,13,14	17,34,16,30	298	291
29,26,23,24	37,26,22,26	18,35,22,19	16,20,21,23	291	298
43,42,34,42	15,31,31,37	34,40,41,39	31,26,37,33	298	298
0,0,1,0	5,1,2,2	3,0,3,0	6,12,2,3	298	257
74,90,76,73	59,48,46,36	57,52,74,97	32,43,44,43	298	253
51,40,29,29	59,64,47,41	27,28,32,29	43,55,50,46	209	248
3,7,3,7	17,7,3,3	7,7,3,10	7,6,7,4	293	284
0,2,4,1	78,94,85,88	3,1,1,1	87,67,89,83	249	227
3,11,9,12	78,94,85,88	10,6,7,11	87,67,89,83	227	227
33,28,26,22	69,57,62,74	25,20,29,23	76,55,52,80	260	298
2,2,7,3	9,18,9,8	2,1,4,0	9,7,13,19	203	277
81,52,67,53	47,38,56,53	34,18,20,28	33,20,34,30	298	298
2,1,2,7	0,2,0,0	0,2,2,3	0,0,0,0	298	245
51,43,65,48	136,129,158,139	55,54,69,71	128,118,147,132	298	298
51,43,64,47	9,11,14,4	55,54,70,71	12,10,10,19	298	298
51,43,65,48	57,59,66,62	55,54,69,70	55,70,70,85	298	248
51,43,65,48	14,4,3,3	55,54,69,71	6,3,10,2	298	248
51,43,64,47	83,92,91,91	55,54,70,71	108,85,76,93	298	237
14,4,3,3	136,129,158,139	6,3,10,2	128,118,147,132	248	298
17,14,10,11	127,119,146,138	15,13,13,21	116,111,137,118	248	298
9,11,14,4	83,92,91,91	12,10,10,19	108,85,76,93	298	237
78,86,92,87	77,77,80,81	79,96,100,120	94,81,74,88	298	237
1,0,0,0	0,0,0,0	0,0,0,3	0,0,0,1	298	298
5,4,5,8	15,21,15,7	11,4,14,7	16,11,21,17	199	240
72,53,54,99	67,84,115,90	47,57,37,71	68,65,55,104	298	296
47,67,66,66	1,3,2,1	32,27,35,45	2,2,0,4	176	170
80,64,68,113	7,9,10,10	64,67,45,81	4,2,0,8	298	176
10,11,14,14	7,11,13,13	18,13,8,10	5,2,1,8	298	176
72,53,54,99	0,0,0,0	46,57,37,72	0,0,0,1	298	176
2,4,2,1	0,0,0,0	0,0,0,0	2,2,0,0	214	226
12,9,9,8	9,7,7,6	12,8,5,9	5,3,16,9	258	232
12,13,14,23	7,11,14,19	15,12,20,8	18,10,15,13	298	298
12,13,14,23	4,6,1,4	15,12,20,8	4,2,1,2	298	298
12,13,16,15	11,10,15,13	18,11,10,11	16,9,10,13	297	298
73,57,61,80	38,19,33,24	54,56,39,53	35,32,32,30	298	206
3,11,5,10	65,42,60,45	9,5,7,13	66,59,56,59	233	206
8,4,1,6	8,17,14,13	6,0,4,3	6,10,13,12	209	185
1,1,0,1	4,1,0,3	3,1,0,3	3,0,0,3	298	197
65,89,70,62	52,74,65,65	61,44,36,72	56,51,63,52	284	282
0,5,5,3	12,8,6,10	3,3,2,7	9,12,11,13	207	186
1,6,9,4	2,5,4,5	4,8,7,13	2,6,8,5	207	203
384,399,389,372	336,331,355,315	315,302,251,295	355,298,328,278	298	267
370,357,318,338	405,378,389,389	288,328,307,272	331,385,362,342	267	290
369,355,317,336	312,350,365,353	288,329,302,269	357,301,385,290	267	290
369,355,315,335	6,9,3,7	288,331,302,266	7,5,10,8	267	290
369,355,315,335	71,77,66,67	288,331,302,266	74,52,78,64	267	290
369,355,315,335	219,199,208,208	288,331,302,266	210,218,213,158	267	239
6,9,3,7	71,77,66,67	7,5,10,8	74,52,78,64	290	290
6,9,3,7	219,199,208,208	7,5,10,8	210,218,213,158	290	239
445,431,453,427	313,350,369,357	435,396,407,356	357,301,390,297	290	290
435,418,431,413	72,77,70,71	438,385,400,347	74,52,83,71	290	290
435,418,431,413	219,199,211,209	438,385,400,347	210,219,213,160	290	239
71,77,66,67	219,199,208,208	74,52,78,64	210,218,213,158	290	239
72,77,70,71	219,199,211,209	74,52,83,71	210,219,213,160	290	239
472,439,446,450	235,219,232,229	398,430,429,401	214,233,227,173	290	239
0,3,0,1	538,561,584,568	3,2,0,5	579,527,612,453	269	239
24,36,20,14	69,70,70,71	9,24,18,32	68,70,78,73	298	298
45,27,24,16	61,57,56,50	18,32,25,25	53,57,59,62	298	298
1,1,1,0	60,57,53,51	1,5,1,2	51,55,59,62	298	298
21,18,14,25	42,61,57,37	22,17,16,13	39,40,47,52	256	298
13,18,14,21	48,61,57,37	16,24,10,21	38,39,47,52	231	298
4,1,0,3	42,61,57,38	2,0,2,0	38,40,47,52	231	298
25,23,17,19	4,1,0,2	17,18,10,16	2,1,2,0	272	231
8,9,6,8	20,30,19,23	5,5,10,3	17,20,21,13	185	244
148,184,173,160	136,144,123,143	124,117,146,115	112,122,113,116	298	275
58,96,84,69	77,97,81,95	50,49,44,53	62,66,71,65	274	293
57,95,82,68	74,98,56,86	50,49,42,52	47,59,46,46	274	262
100,97,80,80	75,99,59,87	48,44,57,61	47,57,48,48	293	262
50,23,28,30	3,0,3,4	20,24,10,29	3,2,5,1	182	164
84,63,72,73	75,48,56,63	55,83,76,85	81,74,62,76	298	298
4,10,8,15	61,40,69,61	20,9,13,12	61,64,57,77	298	298
51,64,47,41	61,40,69,61	30,35,40,51	61,64,57,77	298	298
8,9,6,4	4,5,4,6	7,0,10,14	8,1,7,6	238	238
19,7,7,17	11,3,5,9	20,11,6,11	6,8,9,4	265	298
94,106,102,96	120,120,141,154	86,84,85,97	150,130,146,135	237	265
62,92,89,74	67,49,85,70	74,81,64,85	76,74,73,86	291	298
12,24,29,17	81,61,85,74	15,21,19,18	72,69,65,75	182	227
70,73,77,72	25,31,27,27	82,80,80,77	31,25,26,45	211	298
70,73,77,72	119,184,180,123	82,80,80,77	192,151,169,188	211	298
370,387,413,354	452,471,526,430	349,316,394,420	447,420,449,462	198	274
13,17,29,25	12,13,27,14	16,18,16,26	9,11,18,12	206	298
13,17,29,25	20,21,33,32	16,18,16,26	16,15,21,15	206	298
0,0,0,0	183,201,180,169	2,0,0,1	172,129,167,152	202	249
0,0,0,0	72,65,57,61	1,1,0,0	90,55,85,64	202	249
23,27,11,18	105,106,90,90	21,21,25,15	91,68,76,79	249	196
23,27,11,18	100,103,90,86	21,21,25,15	84,64,69,73	249	193
22,26,30,23	105,105,90,89	16,30,33,30	91,67,76,80	249	196
22,26,30,23	100,103,89,84	16,30,33,30	84,65,69,73	249	193
75,88,92,77	115,100,103,72	90,47,79,81	115,89,115,107	196	217
27,18,24,19	115,100,103,72	44,16,39,36	115,89,115,107	193	217
60,56,43,43	103,90,105,87	58,44,55,48	90,66,93,84	175	218
33,32,20,24	25,21,15,15	15,30,27,41	26,28,10,20	298	298
2,6,3,1	3,0,3,1	6,2,2,0	2,1,3,0	292	241
41,35,58,35	20,15,26,18	29,30,32,29	20,13,18,11	298	220
21,19,24,25	39,44,45,47	22,19,14,12	37,38,35,24	220	293
148,152,173,165	152,143,165,167	166,172,161,148	178,180,164,141	298	242
2,0,2,0	0,0,3,1	0,0,0,0	2,0,0,0	298	218
153,171,164,160	178,152,157,146	158,155,134,175	139,172,148,160	298	298
2,4,0,1	8,14,5,9	2,1,1,1	6,6,14,3	279	207
74,96,86,112	99,104,114,107	91,78,67,87	102,50,87,101	239	247
65,64,36,51	87,95,54,59	52,50,59,61	89,70,88,104	253	298
83,72,80,81	80,85,80,93	78,78,59,68	85,77,98,94	298	279
316,299,281,316	98,111,88,90	307,277,258,301	105,80,60,94	263	188
36,75,47,47	5,5,6,9	49,26,25,29	2,6,4,8	234	170
32,72,46,46	75,91,103,70	46,26,24,27	98,69,73,96	234	298
40,90,57,58	5,5,6,9	49,26,33,33	2,6,4,8	261	170
39,84,53,57	75,91,103,70	48,26,32,33	98,69,73,96	261	298
2,3,5,7	2,4,1,0	2,2,8,1	5,0,0,0	235	267
25,16,23,30	4,3,0,1	13,14,20,29	3,0,0,0	235	267
25,16,23,30	3,7,4,7	13,14,20,29	6,2,4,6	235	257
4,3,0,1	3,7,4,7	3,0,0,0	6,2,4,6	267	257
2,1,0,3	3,8,3,9	1,2,0,0	6,2,4,6	267	257
3,8,5,7	88,96,115,119	6,4,0,6	98,78,90,121	272	232
27,27,52,41	92,94,116,121	36,21,35,33	99,78,93,122	272	232
0,4,0,2	98,108,164,117	2,5,1,5	117,123,136,162	290	236
0,4,0,2	258,247,340,261	2,5,1,5	279,295,313,359	290	239
145,164,168,164	206,183,203,221	186,166,166,155	243,197,230,229	279	296
41,43,58,29	234,196,229,236	40,27,29,43	218,211,228,265	179	298
151,146,150,129	9,3,9,5	170,126,156,115	1,7,3,3	298	298
138,136,143,125	237,235,267,270	155,122,143,109	283,253,287,288	298	298
0,0,0,1	123,160,132,148	0,0,0,0	124,101,116,95	188	254
133,98,88,92	173,184,175,161	85,82,75,84	119,123,118,154	215	269
170,179,167,200	172,218,187,182	189,133,166,164	216,163,196,178	277	294
44,55,72,49	108,102,117,136	73,49,69,61	118,115,123,124	194	229
2,5,1,2	2,1,5,2	4,3,1,2	0,0,1,2	188	197
18,12,10,9	19,9,9,9	12,7,11,6	7,5,6,9	298	277
249,331,341,303	173,180,207,167	308,270,325,268	156,159,168,147	258	224
3,4,3,2	3,3,1,5	0,4,5,6	7,8,8,4	273	284
27,20,31,20	23,26,32,33	20,16,26,12	24,28,16,19	230	286
25,9,23,16	266,292,311,289	21,26,12,22	239,225,194,206	221	223
218,282,349,288	330,421,365,381	294,251,284,259	378,328,348,313	263	298
5,7,7,8	12,3,4,8	8,2,1,4	7,2,0,4	298	298
0,0,1,0	14,18,18,17	0,0,0,0	24,14,19,19	291	271
1,4,3,0	16,31,25,22	1,2,0,2	25,19,21,23	291	271
0,0,1,0	13,18,18,15	0,0,0,0	25,13,21,18	291	271
0,0,2,0	12,18,18,15	0,0,0,0	25,14,19,18	298	271
7,5,7,9	12,18,18,15	12,10,5,6	25,14,19,18	298	271
0,0,0,1	12,18,18,15	0,0,0,0	25,14,19,18	263	271
3,4,2,6	12,18,18,15	5,10,4,3	25,14,19,18	267	271
0,1,2,0	12,3,3,5	2,0,0,0	11,2,8,11	291	298
1,5,4,0	15,7,9,9	3,2,0,2	11,5,11,18	291	298
9,5,5,11	12,3,3,5	12,12,5,7	10,3,8,11	298	298
4,13,6,7	12,3,3,5	1,7,2,5	10,3,8,11	298	298
11,18,11,16	12,3,3,5	13,17,7,11	10,3,8,11	298	298
0,0,0,0	12,3,3,5	1,1,1,0	10,3,8,11	263	298
4,4,2,5	12,3,3,5	6,11,6,3	10,3,8,11	267	298
105,100,85,88	54,88,91,104	86,86,89,93	93,63,109,67	233	220
161,191,209,174	78,96,102,93	171,135,162,171	94,77,70,58	298	233
65,60,85,69	9,9,17,14	84,68,63,77	23,17,11,20	298	193
15,14,28,27	15,15,15,13	32,48,19,41	23,15,18,25	298	287
27,16,26,20	18,11,16,21	20,10,17,25	12,10,9,11	215	205
44,31,49,43	27,32,25,23	37,21,38,34	26,26,20,29	298	215
3,6,1,2	25,42,55,49	1,2,3,0	59,60,60,66	269	266
7,15,13,14	25,42,55,49	14,9,10,20	59,60,60,66	196	266
140,162,153,134	25,42,55,49	173,135,148,168	59,60,60,66	261	266
3,6,1,2	4,12,9,5	1,2,3,0	9,11,7,5	269	266
2,8,11,6	6,18,13,14	1,3,5,7	4,9,12,15	298	227
39,48,45,45	65,86,94,90	54,61,49,47	114,83,107,96	215	248
13,13,17,24	12,11,16,19	20,17,16,21	21,20,20,17	298	220
2,9,3,1	16,13,20,20	4,1,6,9	15,27,20,29	197	298
0,1,0,0	18,16,20,18	2,3,2,0	15,12,11,10	205	226
18,14,16,18	16,25,19,15	23,8,7,14	18,17,15,13	252	298
14,17,28,16	31,38,33,37	16,15,16,17	32,22,38,26	233	290
93,99,79,99	92,101,86,130	82,45,54,66	100,77,88,71	296	298
94,104,90,103	61,83,78,64	90,53,57,70	56,41,52,37	298	241
374,407,450,372	255,269,260,291	398,366,411,389	351,261,365,378	298	298
14,6,8,6	74,84,92,69	9,10,8,12	86,111,109,94	298	298
27,21,27,23	50,50,47,67	22,22,25,34	47,34,43,71	227	265
50,61,55,41	10,7,17,7	55,64,29,70	16,18,5,20	232	182
13,15,12,7	7,4,13,7	12,18,3,21	14,12,5,12	232	182
4,13,3,3	7,4,13,7	8,5,2,2	14,12,5,12	267	182
4,13,3,3	13,15,12,7	8,5,2,2	12,18,3,21	267	232
3,2,4,1	21,13,25,21	4,6,0,6	30,23,13,23	267	232
1669,1821,1911,1701	672,737,787,703	1562,1372,1575,1640	805,655,778,717	229	235
86,98,96,80	44,48,65,61	87,63,62,91	66,92,58,56	298	275
15,5,15,4	44,48,64,61	4,4,3,13	67,90,58,58	298	275
0,0,4,1	101,108,115,90	4,2,1,3	109,96,92,104	298	298
86,86,93,73	44,48,64,61	107,62,79,91	67,90,58,58	291	275
71,81,82,70	101,108,115,90	107,60,78,81	109,96,92,104	291	298
11,3,16,21	28,13,23,25	17,9,12,2	20,9,17,19	212	298
38,36,31,25	63,77,64,63	23,25,27,34	61,46,55,76	214	298
0,0,0,0	35,19,19,19	0,1,0,0	20,32,11,23	212	212
82,66,56,76	13,17,16,22	45,52,61,73	9,12,10,18	292	280
10,7,5,10	3,3,4,7	12,5,8,3	5,5,2,1	188	210
0,0,0,1	2,3,4,7	2,1,1,0	5,5,2,1	188	210
4,3,3,8	2,3,4,7	0,2,2,0	5,5,2,1	164	210
4,3,3,8	0,0,0,1	0,2,2,0	2,1,1,0	164	188
2,2,2,4	0,0,0,1	0,1,2,0	1,1,2,0	164	188
13,7,14,16	24,41,33,34	6,14,13,9	44,38,44,39	249	183
5,4,6,8	24,41,33,34	6,10,17,9	44,38,44,39	246	183
4,9,2,5	40,69,60,51	4,5,3,3	56,53,54,75	298	225
2,15,2,1	41,69,59,52	4,4,6,4	56,53,54,75	298	225
60,65,63,47	40,69,63,51	63,56,53,51	56,56,54,75	298	225
13,11,4,4	1,0,0,1	1,7,3,9	1,3,2,3	255	261
10,8,4,8	6,6,5,9	1,1,1,0	4,3,5,6	250	298
29,32,35,31	4,11,5,11	40,24,39,30	3,2,7,5	162	177
28,32,35,33	29,26,45,30	40,24,39,30	35,23,40,39	162	177
46,49,63,49	158,178,228,178	33,29,50,42	159,155,175,183	177	298
46,49,63,49	157,178,228,180	33,29,50,42	159,155,175,183	177	298
2,0,1,0	24,24,15,18	0,2,2,0	12,25,17,12	221	289
3,0,0,2	4,1,2,0	0,1,1,0	1,2,8,1	298	298
11,22,32,23	32,30,27,26	22,12,18,22	26,8,25,17	229	298
