groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	PREECLAMPSIA	CONTROL	log2fold_CONTROL_PREECLAMPSIA
gene-Cspp1	rna-XM_036163294.1	66.9578735204395	2.6804408563115	0.748953852450569	0.386807649519211	0.854207752568674	1.76148020723257	2.50031614577925	1.08738801717602
gene-Prex2	rna-NM_029525.1	113.368567234866	0.923037506183537	13.6949031182319	0.000215037301863861	0.0102814432843733	3.65216423588126	2.01026332789755	-1.94637748678162
gene-Prex2	rna-NM_001033636.4	39.0543535107826	0.996429502333054	12.9540458107074	0.000319230854772147	0.013607802006087	0.832050580667779	1.7403230885191	2.18671002176708
gene-A830018L16Rik	rna-XR_004942886.1	9.51778829406312	3.02628693957822	0.510535204162863	0.474907262047638	0.879109365019874	1.06234021295966	0.44075309475992	-2.56148833840727
gene-A830018L16Rik	rna-XM_006495540.4	7.77031607565082	2.76956654792933	0.89822436290612	0.34325827127561	0.825964102169776	0.289954182049273	1.07885628010954	3.81789281261016
gene-A830018L16Rik	rna-NM_001160370.2	63.3321796198744	0.0740291294238683	1.24973594999733	0.263602915391401	0.765153340442664	2.07927675526288	2.12993986728677	0.0746635222127265
gene-A830018L16Rik	rna-NM_001400291.1	9.87801842999783	2.01216569258328	2.19065774759252	0.138850010585123	0.609557996013035	1.04614456776611	0.544220230485527	-1.90535765835715
gene-A830018L16Rik	rna-NM_001400289.1	5.52226027962858	2.77692552760786	0.495260129185368	0.4815902171156	0.879109365019874	0.658222546703954	0.62404587578415	-0.154930291802944
gene-A830018L16Rik	rna-NM_001160369.2	8.43010575531725	2.9348421143827	0.415864030710082	0.519008060690599	0.885846692874261	0.949165666657123	0.544039036713839	-1.6208475690097
gene-A830018L16Rik	rna-NM_001374633.1	8.36622752952318	1.5828469642673	6.46927723022552	0.0109755160182945	0.153461528536281	1.06365218621736	0.00584141508515224	-15.0449439943261
gene-A830018L16Rik	rna-NM_001374634.1	12.4566392769808	2.92829534338985	0.00590896967261756	0.938727104330708	1	0.933200217911043	0.992358174095575	0.180160189746917
gene-A830018L16Rik	rna-NM_177173.6	7.12592523389727	2.78004550979366	0.897953733508501	0.343330983558464	0.826038069695483	0.28996134583217	1.03062720447309	3.68335164562961
gene-Sulf1	rna-XM_006495510.4	74.0330029779442	0.841127054099525	0.187851423396694	0.664710907673632	0.941252681026497	2.24443896184209	2.28483186242369	0.0559184903930596
gene-Sulf1	rna-NM_001198565.2	149.221986355927	1.1259900157824	0.103856571886922	0.747249781353866	0.973645849290037	3.07836463408373	3.1164152615712	0.0410996262791405
gene-Sulf1	rna-NM_001198566.2	46.7922952490757	2.46125695654674	0.389398830121564	0.53261557147494	0.891839682451981	1.90035301282576	1.74926861149613	-0.252530548392591
gene-Slco5a1	rna-NM_172841.2	805.570958501294	0.0665316562315153	0.0584020174148634	0.809039679279568	0.993490955194658	5.89722518606485	5.87923107310371	-0.0135302551324319
gene-Slco5a1	rna-XM_011238381.4	217.668092948493	0.109497880496165	0.251182083408111	0.616243963405877	0.923846739190219	3.54483908804172	3.7155763066771	0.165120769466222
gene-Slco5a1	rna-XM_006495518.4	48.7443028760767	3.81142751320157	0.504549355079575	0.477507966486042	0.879109365019874	1.95139972851238	1.76769959308047	-0.301991104060607
gene-Slco5a1	rna-XM_030253982.1	55.6165818754122	3.93274952348736	0.553724813850863	0.456799718698305	0.877335686970524	2.32652686851478	1.52659596850172	-1.29104340977283
gene-Slco5a1	rna-XM_011238382.4	293.83503159539	0.0560046789415189	0.013785072696777	0.90653527949692	1	4.12381451411638	4.06800867784823	-0.05003032591104
gene-Ncoa2	rna-NM_008678.3	783.755452954762	0.644516564065357	4.75043958535429	0.0292908109985575	0.284194400102741	4.96692062302423	6.75017830896185	1.34944107169093
gene-Ncoa2	rna-XM_036162692.1	60.3375062966304	0.8173615602144	1.87876059263112	0.170475081348469	0.67208871234983	2.13659956665915	1.56534211957691	-0.949420881026136
gene-Ncoa2	rna-XM_036162694.1	84.2291920179434	0.774988447334893	2.62687943841595	0.105068030657567	0.537261133176297	2.45994744691362	1.93039793065229	-0.756082020667736
gene-Eya1	rna-XM_036159662.1	5.69454626139864	1.50215138991676	2.69231156402643	0.100833438163355	0.526509028950697	0.348518261104701	0.76099474719015	2.26462264779424
gene-Eya1	rna-NM_001402661.1	11.5329004263273	2.7541093521193	0.089552204198128	0.764747208886231	0.979788877016107	1.19957386991762	0.685395361093763	-1.63894760071297
gene-Eya1	rna-NM_001252192.2	11.885043702613	3.438092663619	0.471499429602233	0.492298168416789	0.880448176333394	0.675739355583964	1.0396546766217	1.25854779303585
gene-Eya1	rna-NM_001310459.2	14.6269847636449	1.90688979984082	2.46019292727593	0.116764439615525	0.564415031641652	1.56084384892702	0.460334126330116	-3.57797369695219
gene-Eya1	rna-NM_001402659.1	20.0635963568661	3.90669348814826	0.320804039676091	0.571124846783431	0.904572708466112	1.17097208851151	1.20733846821064	0.0903782407156664
gene-Eya1	rna-NM_001402660.1	8.2518450210165	3.29694810175587	1.11253470286637	0.291531623389537	0.78785254287527	0.00682652495510716	0.96641076995877	14.3137700066019
gene-Eya1	rna-NM_010164.3	12.1183533174038	3.36135023733223	0.723343293221234	0.395049433291863	0.858381538947345	1.26618697915279	0.661434809064355	-1.90240319100303
gene-Eya1	rna-XM_006495452.4	5.13525847107117	3.76705198318281	0.00478929994483224	0.944826627716504	1	0.612589101597759	0.60793072053435	-0.0221661544385028
gene-Eya1	rna-XM_017315414.2	7.55035481290791	1.44324060916075	0.60387538117115	0.437103201153827	0.874625228467763	0.663717750569772	0.777993085787291	0.462447047207432
gene-Kcnb2	rna-NM_001098528.3	451.518043295061	2.71598608634043	2.11970089710292	0.145414940216261	0.622902483369043	7.458733203074	2.72152537564122	-3.99363708036977
gene-Kcnb2	rna-XM_006495597.5	27.8339324024132	3.35650648543222	1.6533525192099	0.198503248851636	0.713746708595139	0.0120152122128925	1.11811639182394	13.1110147747171
gene-Terf1	rna-XR_004941784.1	24.0778448775724	0.133104866534918	0.0848317980620976	0.770853251192759	0.981934528024769	1.29904936861444	1.35398449529239	0.123097062211234
gene-Terf1	rna-NM_009352.4	68.8542428783494	0.135678956130641	0.0265601295961346	0.870539860305178	1	2.15867307402477	2.21437021370321	0.0794375298415853
gene-Terf1	rna-NR_152944.2	12.2789768013276	0.378350410440943	0.278002511854623	0.598013439855682	0.916494227230888	1.04892779249743	0.864208459845734	-0.56765092162235
gene-Stau2	rna-NM_001111272.1	191.312862678637	0.786430876443791	3.10549594215519	0.0780284629937814	0.465904284783221	4.14773752856588	2.34875834865525	-1.91959052256677
gene-Stau2	rna-NM_025303.3	270.664130091337	0.0219191459148879	4.89735606801528	0.0268978470885666	0.271188772233379	3.85122081417436	4.07338904810068	0.203237996659507
gene-Stau2	rna-NM_001347045.1	1020.81237374836	0.00512567677588367	21.5703056234354	3.41092115664997e-06	0.000329105721478352	6.37190969779405	6.32598286264862	-0.0336414125867091
gene-Ube2w	rna-NM_001271017.2	67.7915806906882	0.208939984241819	0.362017929936741	0.547387659236015	0.896723394719505	2.1201023242741	2.22954204038659	0.156826626118749
gene-Ube2w	rna-NM_025773.4	668.522078235316	0.184448917925413	0.405180771139584	0.524425746724049	0.887787168987002	5.61287173312317	5.44372919987885	-0.130364485480804
gene-Eloc	rna-XM_006495563.4	572.002741903311	0.0208799206359468	1.8131213826905	0.178134243864592	0.683899831287421	5.14787852350114	5.33943960015958	0.15102292902683
gene-Eloc	rna-NM_026456.4	1426.15424791581	0.0202936202014677	1.86246459120758	0.172340620404367	0.675863542530959	7.11449530486288	6.91752653328403	-0.140109461514038
gene-Jph1	rna-NM_020604.2	32.497705155999	1.12208044505644	0.405687533483032	0.524166498758159	0.887672309917692	1.5287412486686	1.53468197119522	0.0116379936950812
gene-Jph1	rna-XM_011238398.4	11.0583736940021	1.23722020848858	0.394832113853127	0.529770310619811	0.890363383748016	0.908050310471349	0.903899826079146	-0.013404362925677
gene-Crispld1	rna-NM_001356551.2	6.50471581820405	1.81215890398654	0.546260667850206	0.459849621331456	0.877781201962448	0.622904308743161	0.768687565852353	0.611788395212427
gene-Crispld1	rna-NM_031402.3	3.65045058544444	3.70301966566368	1.00098726280348	0.317071737031851	0.808929349396782	0.731596819719694	0.00799997916031003	-13.0430566136873
gene-Crispld1	rna-XM_011238410.3	7.77326815123566	0.443413007720218	1.42519972647234	0.23254944603413	0.746732074735954	0.726397850245295	0.797745085867945	0.273022981928325
gene-Tmem14a	rna-NM_001290679.1	19.9856652541242	0.0388898443625179	1.82758496841065	0.176413063491493	0.681466355039853	1.14148759675768	1.27434510483677	0.325589328426361
gene-Tmem14a	rna-NM_029398.3	42.758657684615	0.0318781799691551	2.00714385536369	0.156559821825721	0.646795957298529	1.81059560924835	1.69468706969261	-0.200846453490888
gene-Kcnq5	rna-NM_001310477.1	102.263122891092	0.0495330903597541	2.59250416429509	0.10737045860529	0.541852788813508	2.74420574510012	2.4744840377113	-0.332584814299834
gene-Kcnq5	rna-NM_023872.3	439.314905510474	0.0441041851656259	2.88209103727317	0.089569639792018	0.497850042458558	4.6161107314271	4.93085756950629	0.259482947751961
gene-Rims1	rna-NM_001012623.4	93.0453679339294	0.750014823250404	0.706096840010815	0.400742619596786	0.860296048087063	2.4471670751922	2.54011632652759	0.118804341378704
gene-Rims1	rna-NM_001012624.4	105.633998786391	2.8157876345984	5.36600170414283	0.0205329921029212	0.234436018648272	1.26663599474513	3.72666281836291	3.41018367532536
gene-Rims1	rna-NM_001012625.4	202.954283844247	1.87495864609618	2.84041756486849	0.0919203239251942	0.50427254825872	3.72875087486489	3.03594522517938	-0.704782550763015
gene-Rims1	rna-XM_036154433.1	133.167897018602	2.90409310988917	1.19147222885084	0.275032791333293	0.776021151139371	1.96401140682908	3.83765281993806	2.19382499589656
gene-Rims1	rna-XM_036154426.1	53.6097844529159	4.21412323525998	4.21405929671437e-05	0.994820506022482	1	1.49397750748042	2.43152562736075	1.4952880457975
gene-Rims1	rna-XM_036154235.1	194.876126229183	0.0722990288314192	6.81742202798694	0.0090272786718636	0.135097679919743	3.49042927810109	3.32934900744846	-0.162501594578087
gene-Gm53541	rna-XR_004935838.1	37.6752665000743	12.2871748116044	0.000358189657816865	0.984900218722465	1	1.72463470256077	1.57040842581935	-0.282769073602688
gene-Gm53541	rna-XR_004935839.1	15.9771310087399	13.4239734134578	0.000125621103705953	0.991057431589102	1	1.02865586415829	1.14278908758972	0.309709335625163
gene-Ogfrl1	rna-NM_001081079.1	535.638196405286	0.166262692729249	0.758379677979974	0.383836074401709	0.85295247200665	5.26917685839821	4.9857436244842	-0.225746717861556
gene-Ogfrl1	rna-NM_001379082.1	188.03307853621	0.173858757768885	0.726316400506676	0.394079798500312	0.857659249714673	3.28186448392056	3.51995183589902	0.240670037966239
gene-Smap1	rna-NM_001290683.2	466.184489082976	0.00551480823460034	5.79439160002275	0.0160773775225113	0.200439950198663	4.770958137641	4.96380254730854	0.157427087572824
gene-Smap1	rna-NM_001357395.2	692.252060018146	0.00535472744233752	5.92420509812408	0.0149342740153431	0.19133197797889	5.69171094453061	5.5097592681669	-0.139496988707791
gene-Fam135a	rna-NM_001403096.1	60.3473717022551	2.40472692265417	5.09897033088049	0.0239400505813961	0.255869532695528	2.82503986415573	0.793066635963125	-3.84493216469022
gene-Fam135a	rna-NM_001403097.1	55.1825024323099	2.66939362115702	4.06418185913574	0.0438018986394342	0.352062444529603	1.47299942362896	2.29949584678594	1.36135524113427
gene-Fam135a	rna-XM_030242597.1	191.209021736502	0.246968328599002	12.0806582839963	0.000509476057725463	0.0190860101818994	2.51565701011367	3.98382226863538	1.55419865293246
gene-Fam135a	rna-XM_030242599.2	285.363451762318	0.22788125320111	4.63407926124637	0.031342958142745	0.294083230512056	4.60595041418068	3.40802433387582	-1.09445900719964
gene-Fam135a	rna-XM_017322275.3	118.662288660531	1.72532163527277	1.40951798411533	0.235136427089201	0.748892075014129	2.73103636417617	2.85416932143929	0.143834123947593
gene-Fam135a	rna-XM_006496232.5	75.6123035317896	2.81713158808665	0.747789147045182	0.387177103870554	0.854207752568674	2.69031965324784	1.83806779714249	-1.19304023880359
gene-Lmbrd1	rna-NM_026719.2	734.691209368798	0.0883525092280216	4.02580603508881	0.0448092030713842	0.35670463783808	5.46720382750202	5.96228830863923	0.376665853117327
gene-Lmbrd1	rna-XM_030242602.2	61.3810598830791	0.105449109494463	3.44334113592839	0.0635071432117524	0.423180213775094	2.2044125473925	1.86594831556311	-0.514604272874365
gene-Adgrb3	rna-NM_175642.4	259.087431017427	1.12718553078356	0.754259679335291	0.385130933133775	0.853327142498749	4.35801931832267	3.36224060879939	-0.929649149238889
gene-Adgrb3	rna-XM_036163221.1	918.682965904759	0.204666405013876	1.60106448874578	0.205752422384228	0.722552193642581	6.08962669853732	6.18532494647602	0.0708985603481516
gene-Adgrb3	rna-XM_006495817.5	106.093206412528	0.29214916194197	0.814190542976661	0.366884208594737	0.84165698305274	2.60187012210882	2.72053267788177	0.143951039449657
gene-Phf3	rna-NM_001081080.2	324.505967984821	0.215336282570643	1.96568996758342	0.160906091719359	0.655640724104764	4.80245136604849	3.62565742098703	-1.0426423054047
gene-Phf3	rna-NM_001403128.1	183.688933279548	2.11909553584244	0.11318431864828	0.736547555715169	0.970077972337914	3.77974286879379	2.95417313078303	-0.843578489222008
gene-Phf3	rna-XM_006495839.4	208.136243239416	1.07653839461966	0.138805115302148	0.709471790585155	0.957444225568756	3.73898356738651	3.39327484850475	-0.338473863649189
gene-Phf3	rna-XM_006495840.5	516.267432169589	0.0639711592605109	18.2689143953614	1.91811827040403e-05	0.00137281619050614	4.38820544160176	5.5048428655592	0.906946500958163
gene-Phf3	rna-XM_006495837.4	575.577291243232	0.0603126208878902	1.59922819347776	0.206012621261682	0.722552193642581	5.57577058110332	4.92642224291455	-0.511990606551846
gene-Ptp4a1	rna-NM_001420786.1	973.846732285059	0.0220221426457086	0.559718741452457	0.454373588099296	0.877335686970524	6.3236264071597	6.1892527986502	-0.0989063673934147
gene-Ptp4a1	rna-NM_011200.3	3746.72031690742	0.0215527860791878	0.571739408644277	0.44956854846845	0.876935627083346	8.96044698568921	9.09878407587163	0.0936330178558187
gene-Khdrbs2	rna-XR_373242.4	91.0498212364631	0.0595527599069616	0.185568017070466	0.666631205574611	0.942189649112546	2.52501097572766	2.45047158286897	-0.0954541445776895
gene-Khdrbs2	rna-NM_133235.3	238.043975962578	0.0544998518644802	0.201438393496659	0.653562312771993	0.936791807913085	3.72440161529056	3.80852241795475	0.0794212310727564
gene-Prim2	rna-NM_008922.3	204.920995739607	0.159364476737966	70.1544552557568	5.4838047008643e-17	1.89796936131854e-14	3.28362435005727	3.81249648851702	0.520018871582981
gene-Prim2	rna-XM_006495797.4	29.6733738839776	0.218842791154309	57.8841023190829	2.78025001230143e-14	8.26554070964845e-12	1.90471935595399	0.00802756562266538	-15.8700772340206
gene-Rab23	rna-NM_001420799.1	40.0783784512957	1.67545022091382	0.0119643305281727	0.912899841352584	1	1.56949545466488	1.78485526632715	0.388728489673789
gene-Rab23	rna-NM_008999.5	499.198581813259	1.48597821776109	0.0135951605388698	0.907178395216717	1	5.21266596448874	4.79077621080081	-0.340014205847591
gene-Zfp451	rna-XM_036154651.1	402.905799412953	0.0237676668983501	14.2627252015372	0.000158982255634832	0.0082392457868856	4.36281918714921	4.8835490919167	0.436617857304018
gene-Zfp451	rna-NM_001290700.1	493.241729854385	0.0235029972138157	14.408104005218	0.00014716761160453	0.0076985090964119	5.12559285715943	4.60314589432406	-0.426865533088218
gene-Bend6	rna-NM_177235.3	956.509638614249	0.00613999148580775	0.91418973576188	0.339005197037922	0.823392575347608	6.18268781138428	6.25029620192934	0.049869679011378
gene-Bend6	rna-XM_017321224.3	585.393846051175	0.00631010407728301	0.895360717327492	0.34402872679538	0.826360280262904	5.31414853743516	5.24329177982149	-0.0556942157832143
gene-Dst	rna-XM_017314811.2	689.591348045003	1.05252254433409	2.15773354021843	0.141853789922531	0.615703208820944	6.37193538726906	4.15320506834468	-1.76320977514316
gene-Dst	rna-XM_036158554.1	1810.74956032751	0.0114342564923066	0.869324270240725	0.351142447126315	0.834146906174327	7.50979589841681	7.49539842716183	-0.0100740716068177
gene-Dst	rna-NM_133833.4	3893.71094071832	0.0215233128909378	2.66336087375834	0.102683560499963	0.532571926735327	9.08967842040625	9.13765248178026	0.0324305761966937
gene-Dst	rna-XM_006495685.2	733.38682339352	0.137740251004774	0.286702016735859	0.5923417483345	0.913528385350406	5.61619171750188	5.80337260358935	0.142412743472489
gene-Imp4	rna-NM_001420705.1	63.8344141382291	0.212054046035606	1.71631121879955	0.190168565369013	0.702200455786951	1.97230866361783	2.23186301075324	0.383342981058741
gene-Imp4	rna-NM_178601.4	480.558805661305	0.187047399334841	1.91956072794861	0.165905093508856	0.663810232846288	5.12622620410333	4.73431529955198	-0.318023187952921
gene-Amer3	rna-XM_006495820.3	76.8222510491005	0.683960456351457	2.50927870998063	0.113177722553528	0.556727550387645	2.48212552408134	1.90730880341991	-0.821524346519898
gene-Amer3	rna-NM_213727.2	986.381262656224	0.602167400416012	2.82870601429536	0.0925929373292068	0.505803916072315	5.80487601267361	6.76904972825114	0.709263076271139
gene-Arhgef4	rna-NM_001368773.1	80.0178971105619	3.41962698822898	0.634438514241367	0.425731896499336	0.872884268496459	2.48470109853205	2.2009432639435	-0.382216332176198
gene-Arhgef4	rna-NM_183019.3	319.653183867573	3.25281901506419	0.664500205980602	0.414975682560884	0.86676656227659	4.01819332372309	4.42975428418354	0.362589630327694
gene-Gm32790	rna-XR_003947771.2	10.8412530696622	3.63849546298292	0.340706843396816	0.559421502421583	0.903333806045341	0.765459607098899	1.0527510533794	0.932428869841023
gene-Gm32790	rna-XR_373307.5	7.62194643763719	3.71684518714725	0.0162608367972581	0.898530438482947	1	0.752892883429622	0.727363630850212	-0.100469616610906
gene-Gm32790	rna-XR_004935996.1	30.8000690808475	1.43489428459866	21.0712667371309	4.42514079680535e-06	0.000405591264573594	1.84805727665767	0.00578427889002953	-16.7233883489059
gene-Gm32790	rna-XR_004935997.1	22.5320470842602	1.87106455705167	12.1921312108786	0.000479915228627124	0.0182140003872903	0.00449657648039015	2.02174606562397	17.7256259215721
gene-Fam168b	rna-NM_001160236.2	797.102857263674	0.0372308708279151	0.248388396461309	0.618212149950782	0.924533146901747	5.91475091972193	5.82153840136606	-0.0701789723339079
gene-Fam168b	rna-NM_174997.3	6816.08117033544	0.0361966641356084	0.255306231405513	0.613363332576375	0.923118956295372	10.2652400336577	10.3646034454557	0.0662732917955484
gene-Arid5a	rna-NM_001172205.1	5.26450090588041	9.100109008793	0.162254369938537	0.687089397763897	0.949971145048116	0.379329823355954	1.0213094517039	2.88001001915063
gene-Arid5a	rna-NM_001172206.1	4.88775370682123	6.37049163295968	2.09639314460196	0.147647073743571	0.627527124823984	0.570486831439368	0.0108456735122893	-11.4420552067666
gene-Arid5a	rna-NR_033310.1	7.39488410526387	13.4503742552184	0.179505238474761	0.671798775948877	0.945058348427475	0.329760134516535	1.38063016706318	4.17602817541045
gene-Kansl3	rna-XM_030253628.2	75.6171703417818	1.43080099917852	9.50971447383452	0.0020438696302251	0.0488611266549381	2.64003150862222	1.67737833642824	-1.40991908054787
gene-Kansl3	rna-XM_011238482.3	207.300912446359	0.173327715662826	0.363782160480014	0.546413186797898	0.89622120446007	3.22215570149341	3.8988095071609	0.664396239809843
gene-Kansl3	rna-XM_017320240.3	111.559725172785	2.87181855963055	0.754670782830544	0.385001450482526	0.853273309303192	1.66807792160247	3.52013677014799	2.38686678558068
gene-Kansl3	rna-NM_001310513.1	421.276756501416	0.192800545612889	0.706675192793398	0.400549781831969	0.860296048087063	4.67253317530553	4.70892738311176	0.0302646223140179
gene-Kansl3	rna-NM_172652.3	181.495025804275	0.124895415328498	0.151838613619077	0.696784469123489	0.953401281219897	3.14823591537614	3.59364001866181	0.45339978487065
gene-Kansl3	rna-XM_006495902.4	117.999719607869	0.0213628939681943	6.30526500701467	0.0120379918090293	0.164554850571868	2.86675826103995	2.68251233929069	-0.216341778032023
gene-Lman2l	rna-XM_006495854.5	416.72845556712	0.081039561277566	0.401767670524578	0.526177767421408	0.888529692572059	4.58879606113477	4.75637792326473	0.139645762892844
gene-Lman2l	rna-XM_030252925.2	261.884001713977	1.05078164115854	0.406983289191146	0.523504653548141	0.887264245806742	4.16781119488267	3.65230429869272	-0.475892681143131
gene-Lman2l	rna-NM_001013374.2	274.439698422334	1.07358836492494	0.374023581073089	0.540819198961788	0.893924897059233	3.77533380165922	4.15804214680288	0.350000537155751
gene-Lman2l	rna-NM_001310517.1	672.214406472026	0.106907999436035	0.229295346100429	0.632046811634998	0.929501620219907	5.65463799108513	5.43679405484305	-0.167689226432902
