Module	Section	Sample Name	Source
Cutadapt	all_sections	PREECLAMPSIA_REP2_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/26/PREECLAMPSIA_REP2_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	PREECLAMPSIA_REP4_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/32/PREECLAMPSIA_REP4_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	CONTROL_REP1_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/19/CONTROL_REP1_1.fastq.gz_trimming_report.txt
FastQC	all_sections	CONTROL_REP4_1_val_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/37/CONTROL_REP4_1_val_1_fastqc.zip
FastQC	all_sections	CONTROL_REP4_2_val_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/38/CONTROL_REP4_2_val_2_fastqc.zip
FastQC	all_sections	CONTROL_REP1_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/8/CONTROL_REP1_2_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP2_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/4/PREECLAMPSIA_REP2_2_fastqc.zip
FastQC	all_sections	CONTROL_REP1_2_val_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/36/CONTROL_REP1_2_val_2_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP3_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/18/PREECLAMPSIA_REP3_2_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP1_2_val_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/44/PREECLAMPSIA_REP1_2_val_2_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP2_2_val_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/42/PREECLAMPSIA_REP2_2_val_2_fastqc.zip
FastQC	all_sections	CONTROL_REP3_2_val_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/46/CONTROL_REP3_2_val_2_fastqc.zip
FastQC	all_sections	CONTROL_REP3_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/11/CONTROL_REP3_1_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP3_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/17/PREECLAMPSIA_REP3_1_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP2_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/3/PREECLAMPSIA_REP2_1_fastqc.zip
FastQC	all_sections	CONTROL_REP1_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/7/CONTROL_REP1_1_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP3_1_val_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/49/PREECLAMPSIA_REP3_1_val_1_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP4_1_val_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/47/PREECLAMPSIA_REP4_1_val_1_fastqc.zip
FastQC	all_sections	CONTROL_REP3_1_val_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/45/CONTROL_REP3_1_val_1_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP4_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/15/PREECLAMPSIA_REP4_1_fastqc.zip
FastQC	all_sections	CONTROL_REP2_2_val_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/40/CONTROL_REP2_2_val_2_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP1_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/6/PREECLAMPSIA_REP1_2_fastqc.zip
FastQC	all_sections	CONTROL_REP4_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/10/CONTROL_REP4_2_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP4_2_val_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/48/PREECLAMPSIA_REP4_2_val_2_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP4_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/16/PREECLAMPSIA_REP4_2_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP1_1_val_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/43/PREECLAMPSIA_REP1_1_val_1_fastqc.zip
FastQC	all_sections	CONTROL_REP2_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/13/CONTROL_REP2_1_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP3_2_val_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/50/PREECLAMPSIA_REP3_2_val_2_fastqc.zip
FastQC	all_sections	CONTROL_REP2_1_val_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/39/CONTROL_REP2_1_val_1_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP2_1_val_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/41/PREECLAMPSIA_REP2_1_val_1_fastqc.zip
FastQC	all_sections	CONTROL_REP3_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/12/CONTROL_REP3_2_fastqc.zip
FastQC	all_sections	CONTROL_REP2_2	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/14/CONTROL_REP2_2_fastqc.zip
FastQC	all_sections	CONTROL_REP4_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/9/CONTROL_REP4_1_fastqc.zip
FastQC	all_sections	CONTROL_REP1_1_val_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/35/CONTROL_REP1_1_val_1_fastqc.zip
FastQC	all_sections	PREECLAMPSIA_REP1_1	/home/iweber/Documents/Backup_shared_folder/Pre-eclampsia_dataset_raw_and_processed/Pre_eclampsia_Nextflow_work_folder_rMATS/33/8c1d08fc42bbb41e712d2e3355ef02/5/PREECLAMPSIA_REP1_1_fastqc.zip
