groupID,padj
gene-2510009E07Rik,0.424319869624564
gene-2510022D24Rik,0.14731960314828
gene-2510039O18Rik,0.398028333336409
gene-2600014E21Rik,0.821029927977195
gene-2610005L07Rik,0.0457730344296235
gene-2610008E11Rik,0
gene-2610020C07Rik,0.728863929593622
gene-2610035D17Rik,1
gene-2610042L04Rik,0.862603575265783
gene-2610307P16Rik,0.444785144370993
gene-2610316D01Rik,1
gene-2610318N02Rik,1
gene-2610507I01Rik,0.865363470777568
gene-2610524H06Rik,0.9831284535546
gene-2700038G22Rik,1
gene-2700049A03Rik,0.23976991654946
gene-2700054A10Rik,1
gene-2700062C07Rik,1
gene-2700069I18Rik,0.996390234332419
gene-2700097O09Rik,0.670927344775875
gene-2700099C18Rik,0.694927262048149
gene-2810001G20Rik,1
gene-2810002D19Rik,0.98312655000031
gene-2810004N23Rik,1
gene-2810025M15Rik,1
gene-2810029C07Rik,1
gene-2810032G03Rik,1
gene-2810039B14Rik,1
gene-2810049E08Rik,0.985897760377235
gene-2810408A11Rik,0.0662053924795211
gene-2810408B13Rik+gene-Gm24539,1
gene-2810429I04Rik,0.870823348190461
gene-2810449D17Rik,1
gene-2810459M11Rik,1
gene-2900009J06Rik,1
gene-2900026A02Rik,0.000416044706983523
gene-2900052L18Rik,0.635819916430425
gene-2900052N01Rik,1
gene-2900060L22Rik,1
gene-2900060N12Rik,1
gene-2900076A07Rik,0.924267112260252
gene-2900079G21Rik,0.11063597438736
gene-3010001F23Rik,1
gene-3010003L21Rik,1
gene-3110006O06Rik,0.910632304684
gene-3110009E18Rik,1
gene-3110039M20Rik,0.347938966260785
gene-3110040N11Rik,0.428815868900209
gene-3110053B16Rik,1
gene-3110056K07Rik,1
gene-3110082I17Rik,1
gene-3110083C13Rik,1
gene-3110099E03Rik,1
gene-3300002I08Rik,0.00190229865810187
gene-3632454L22Rik,1
gene-3830408C21Rik,0.648939070923651
gene-4632404H12Rik,1
gene-4632427E13Rik,1
gene-4732440D04Rik,1
gene-4732471J01Rik,1
gene-4732491K20Rik,1
gene-4833418N02Rik,0.0280209027564776
gene-4833420G17Rik,0.777756013933154
gene-4833422C13Rik,1
gene-4833438C02Rik,0.794557774864255
gene-4833439L19Rik,0.716255837272639
gene-4921524J17Rik,1
gene-4921531C22Rik,1
gene-4921536K21Rik,1
gene-4922502B01Rik,0.759036648124824
gene-4930439D14Rik,1
gene-4930444P10Rik,1
gene-4930445E18Rik,1
gene-4930445K14Rik,0.0985432024549612
gene-4930447C04Rik,1
gene-4930447M23Rik,0.997954940344373
gene-4930453N24Rik,0.985650566957597
gene-4930473A02Rik,1
gene-4930480K23Rik,1
gene-4930481B07Rik,1
gene-4930500F10Rik,1
gene-4930503L19Rik,0.0113788154610797
gene-4930513N10Rik,0.648938865392704
gene-4930515G01Rik+gene-Git2,1.88847830207201e-05
gene-4930520E11Rik,1
gene-4930522L14Rik,1
gene-4930523C07Rik,1
gene-4930524J08Rik,0.901171798967233
gene-4930525G20Rik,1
gene-4930526I15Rik,0.432695426226502
gene-4930551E15Rik,1
gene-4930553P18Rik,1
gene-4930570G19Rik,0.546020865146327
gene-4930578M01Rik,1
gene-4930579G24Rik,0.947717335904416
gene-4930581F22Rik,1
gene-4930590J08Rik,1
gene-4931403E22Rik,0.792790544655548
gene-4931406C07Rik,0.972967134972585
gene-4931414P19Rik,1
gene-4933404O12Rik,1
gene-4933406C10Rik,1
gene-4933406I18Rik,1
gene-4933407K13Rik,0.819029178130012
gene-4933407L21Rik,0.568731643759413
gene-4933407O12Rik,1
gene-4933409K07Rik,1
gene-4933412E12Rik,1
gene-4933417D19Rik,1
gene-4933421O10Rik,1
gene-4933427D14Rik,0.781616670678365
gene-4933428G20Rik,1
gene-4933430I17Rik,1
gene-4933431E20Rik,0.961913759483508
gene-4933434E20Rik,1
gene-4933439C10Rik,0.785423074629616
gene-5031425E22Rik,0.879292207040171
gene-5031434O11Rik,1
gene-5031439G07Rik,0.273887761159065
gene-5033417F24Rik,1
gene-5033430I15Rik,0.349051595224446
gene-5330434G04Rik,0.523903815385393
gene-5330438D12Rik,1
gene-5330439K02Rik,1
gene-5430400D12Rik,1
gene-5430405H02Rik,0.893445214990529
gene-5430416N02Rik,0.977496478687504
gene-5530601H04Rik,1
gene-5730405O15Rik,1
gene-5730409E04Rik,1
gene-5730455P16Rik,0.00435409205453533
gene-5730480H06Rik,1
gene-5730507C01Rik,1
gene-5730522E02Rik,0.949439324841132
gene-5830417I10Rik,0.0660712097329676
gene-5830433I10Rik,1
gene-5930403N24Rik,1
gene-5930430L01Rik,1
gene-5930438M14Rik,1
gene-6030426L16Rik+gene-Gm4036,1
gene-6030442K20Rik,0.986985105426914
gene-6030443J06Rik,1
gene-6030458C11Rik,0.117279596651936
gene-6330403K07Rik,0.98598425717859
gene-6330409D20Rik,1
gene-6330418K02Rik,1
gene-6430411K18Rik+gene-Mir433+gene-Mir127,1
gene-6430548M08Rik,1.43710190917251e-07
gene-6430571L13Rik,1
gene-6430590A07Rik,1
gene-6530403H02Rik,0.894293447034395
gene-6530411M01Rik,1
gene-6720473M11Rik,1
gene-6820431F20Rik,0.75332181273383
gene-8030431J09Rik,0.771541573874878
gene-8430429K09Rik,0.897841023640168
gene-9030624G23Rik,0.746553013244588
gene-9130024F11Rik,0.125899322855
gene-9130221H12Rik+gene-Zfp526,0.109594178927966
gene-9130227L01Rik,1
gene-9130401M01Rik,0.146695040075769
gene-9230116L04Rik+gene-Pigh,1
gene-9330020H09Rik,1
gene-9330102E08Rik,0.669534520946933
gene-9330104G04Rik,1
gene-9330151L19Rik,1
gene-9330159F19Rik+gene-Mtcl3,0.0168074039960249
gene-9330159H11Rik,1
gene-9330159M07Rik,0.965636253507148
gene-9330162012Rik,0.75070483067288
gene-9430015G10Rik,0.624928652771253
gene-9430021M05Rik,1
gene-9430037G07Rik,1
gene-9430038I01Rik,1
gene-9430041J12Rik,1
gene-9430053O09Rik,0.940753280088324
gene-9430062P05Rik,1
gene-9430091E24Rik,0.985140981105817
gene-9530051G07Rik,0.0458459360550848
gene-9530052C20Rik,0.527594342874284
gene-9530068E07Rik,0.0485513886551733
gene-9530080O11Rik,1
gene-9530082P21Rik,1
gene-9630028B13Rik,1
gene-9930012K11Rik,1
gene-9930014A18Rik,0.116402731115597
gene-9930111J21Rik1+gene-Psme2b,1
gene-A030001D20Rik,1
gene-A030010E16Rik,1
gene-A130010J15Rik,0.975811225873802
gene-A230006K03Rik,0.978216030662598
gene-A230045G11Rik,0.00577732143882294
gene-A230056J06Rik,0.881997952233303
gene-A230056P14Rik,1
gene-A230057D06Rik,0.897762670323885
gene-A230070E04Rik,0.497618481256517
gene-A230072C01Rik,1
gene-A230077H06Rik,0.930381306529273
gene-A230087F16Rik,1
gene-A230103J11Rik,1
gene-A230107N01Rik,1
gene-A2m,0.514360750298694
gene-A330001L22Rik,1
gene-A330009N23Rik,1
gene-A330033J07Rik,1
gene-A330041J22Rik,1
gene-A330076H08Rik+gene-Mir344g,1
gene-A330102I10Rik,0.738782919280479
gene-A3galt2,0.575663537408601
gene-A430005L14Rik,1
gene-A430018G15Rik,0.945171095814187
gene-A430027H14Rik,1
gene-A430033K04Rik,0.939281789126991
gene-A430035B10Rik,0.890853768741305
gene-A430046D13Rik,0.735354842389679
gene-A430057M04Rik,1
gene-A430108G06Rik,1
gene-A630034I12Rik,0.404500747464022
gene-A630039O03Rik,0.961893591482145
gene-A630052C17Rik,1
gene-A630089N07Rik,0.687687147818373
gene-A630095N17Rik+gene-Tuba4a,1
gene-A730008H23Rik,0.056796653159941
gene-A730017L22Rik,0.0971104305645761
gene-A730020E08Rik,1
gene-A730035I17Rik,0.430824863966162
gene-A730056A06Rik,0.993846625625789
gene-A730060N03Rik,1
gene-A730063M14Rik,0.895812579425347
gene-A730081D07Rik,1
gene-A730094K22Rik,1
gene-A830011K09Rik,1
gene-A830018L16Rik,0.0256108668780539
gene-A830031A19Rik,1
gene-A830036E02Rik,0.888365360727653
gene-A830052D11Rik,1
gene-A830082K12Rik,1
gene-A830092H15Rik,1
gene-A930004D18Rik,0.207418601540845
gene-A930005H10Rik,1
gene-A930006K02Rik,1
gene-A930011G23Rik,0.982423231859643
gene-A930015D03Rik,0.378063863115749
gene-A930024E05Rik,0.77027995501941
gene-A930033H14Rik,1
gene-A930037H05Rik,0.158356164129257
gene-AA387200,0.99196253733642
gene-AA986860,0.666350328879019
gene-AB010352,0.193689688573457
gene-AI450353+gene-AA465934+gene-Snord7,0.932144533998646
gene-AI480526,0.00024716865547693
gene-AI504432+gene-Kcna3,0.0230507277444969
gene-AI593442,0.863342119567699
gene-AI597479,0.570322616746466
gene-AI606473,1
gene-AI661453,1
gene-AI837181,0.7565008839505
gene-AI854703,0.84135871050001
gene-AI987944,1
gene-ATP6+gene-ATP8+gene-COX3,0.981753971984554
gene-AU020206,1
gene-AU021092,0.287614418660125
gene-AU022252,1
gene-AU022754,1
gene-AU023762,0.948244189523771
gene-AU040320,0.142097138350733
gene-AU041133,0.764435658852858
gene-AW047730,1
gene-AW121686,1
gene-AW146154,1
gene-AW209491,1
gene-AW551984,0.0325398916792455
gene-AW554918,0.256665685797448
gene-AW822252,0.985381049896317
gene-Aaas,0.761677427719103
gene-Aacs,0.0139854633389839
gene-Aagab,0.0740361426728063
gene-Aak1,4.4124435761368e-12
gene-Aamdc,1
gene-Aamp,0.496524698307928
gene-Aar2,0.0678904598117083
gene-Aars2,0.263472638670456
gene-Aarsd1,0.126169905967213
gene-Aasdh,0.365756451343632
gene-Aasdhppt,0.536471964623159
gene-Aatf,0.625929922553248
gene-Aatk,1.16235747984988e-06
gene-Abat,5.1505358237859e-07
gene-Abca1,1.82872799269072e-09
gene-Abca2,0.0033024131842728
gene-Abca3,0.0141071004239213
gene-Abca5,4.95348739240505e-05
gene-Abca7,0.0452578785938025
gene-Abca8a,0.0569602363810457
gene-Abca8b,0.0327774588807723
gene-Abca9,0.678343302926639
gene-Abcb10,0.208595231177046
gene-Abcb1a,0.924302915732783
gene-Abcb6,0.28393722300507
gene-Abcb7,6.34988029618036e-07
gene-Abcb8,0.0688819570086156
gene-Abcb9,0.793615801626363
gene-Abcc1,0.34933245399024
gene-Abcc10,0.747267956735528
gene-Abcc4,1
gene-Abcc5,0.000267916046987951
gene-Abcc8,0.0039781564388549
gene-Abcc9,7.19529895696873e-07
gene-Abcd1,0.943115870298649
gene-Abcd2,0.923569139960173
gene-Abcd3,3.81512501612479e-05
gene-Abcd4,0.537793617912905
gene-Abce1,0.00364190413889513
gene-Abcf1,0.522097253549914
gene-Abcf2,0.00621782506200473
gene-Abcf3,0.00419488172854423
gene-Abcg1,0.518913922646949
gene-Abcg2,0.737659936920508
gene-Abcg4,0.00222221704614319
gene-Abhd10,0.716863473430914
gene-Abhd11,0.982776988428583
gene-Abhd12,0.791121668968488
gene-Abhd12b,1
gene-Abhd13,1
gene-Abhd14a,0.224186322880113
gene-Abhd14b,1
gene-Abhd16a,0.148188053274272
gene-Abhd17a,0.511293072777801
gene-Abhd17b,0.197096571285349
gene-Abhd17c,0.532725060245732
gene-Abhd18,0.43212039283527
gene-Abhd2,0.0533875903783629
gene-Abhd4,0.224386004557343
gene-Abhd5,0.0989073372672911
gene-Abhd6,0.373971707456969
gene-Abhd8,0.832026224705989
gene-Abi1,0.00951784548538685
gene-Abi2,8.61392548662311e-06
gene-Abitram,0.00404863996972425
gene-Abl1,5.23583359740069e-05
gene-Abl2,0.00370581812421685
gene-Ablim1,1.74495911921743e-06
gene-Ablim2,0.199858595425024
gene-Abr,0
gene-Abracl,1
gene-Abraxas1,1
gene-Abraxas2,0.829768566352064
gene-Abt1,1
gene-Abtb1,0.627906813064055
gene-Abtb2,0.761956381946871
gene-Abtb3,0.107645830451536
gene-Acaa1a,0.155622606091298
gene-Acaa2,0.930272887970752
gene-Acaca,1.81420617320383e-11
gene-Acacb,0.958648014873377
gene-Acad11,0.677340706645055
gene-Acad8,0.939942211884968
gene-Acad9,0.0229071135818414
gene-Acadl,1
gene-Acadm,0.0451879708207215
gene-Acads,1
gene-Acadsb,0.0121966669873876
gene-Acadvl,0.0265457023362483
gene-Acap2,1.19214950193898e-05
gene-Acap3,0.00326447788633171
gene-Acat1,0.00562019804166138
gene-Acat2,0.0094897458076804
gene-Acat3,1
gene-Acbd3,1
gene-Acbd4,0.947976938587645
gene-Acbd5,1.15148387170185e-07
gene-Acbd6,0.938091998265794
gene-Accs,0.254589161642677
gene-Acd,0.166998373791881
gene-Ace,0.178853011040346
gene-Acer2,1
gene-Acer3,0.404878105592124
gene-Ache+gene-Mir8116,1
gene-Acin1,0.000690685315907223
gene-Ackr1,1
gene-Ackr2,0.436729241116786
gene-Ackr3,0.110630714559697
gene-Acly,1.48872952478508e-07
gene-Aco1,0.0852262746626851
gene-Aco2,4.92815735704616e-05
gene-Acot1,0.893697535506837
gene-Acot11,1
gene-Acot13,1
gene-Acot2,0.755419863662087
gene-Acot6,0.602522988600415
gene-Acot7,0.863225173608984
gene-Acot8,1
gene-Acot9,0.0106861838118148
gene-Acox1,1.52095311767686e-05
gene-Acox3,0.00133426811985613
gene-Acoxl+gene-Bcl2l11,0.476484224848793
gene-Acp1,1
gene-Acp2,0.000128209934853932
gene-Acp6,1
gene-Acr,0.258718223857572
gene-Acrbp,0.551136832462268
gene-Acsbg1,0.10140529831423
gene-Acsf2,0.943256725838776
gene-Acsf3,0.572404692947577
gene-Acsl1,0.0534376290309084
gene-Acsl3+gene-Utp14b,0.000163955608976669
gene-Acsl4,0.00802619601156123
gene-Acsl5,0.272417547659175
gene-Acsl6,0.04151115478171
gene-Acss1,0.519362575394561
gene-Acss2,0.716728701785018
gene-Acta1,1
gene-Actb,0.000261955654559724
gene-Actg1,7.19936050607586e-05
gene-Actl6a,0.441442851425485
gene-Actl6b,0.508521756408517
gene-Actn1,0.163529223413353
gene-Actn2,0.996884274036727
gene-Actn4,0.000320883363413959
gene-Actr10,0.667226161732898
gene-Actr1a,0.0107347084830426
gene-Actr1b,2.15783978496518e-05
gene-Actr2,8.26464069432714e-10
gene-Actr3,0
gene-Actr3b,0.528083313967871
gene-Actr6,0.0815532407820849
gene-Actr8,0.911247353922378
gene-Acvr1,0.000162838302293615
gene-Acvr1b,0.000102368308879977
gene-Acvr1c,0.864946463540271
gene-Acvr2a,0.000753898172850157
gene-Acvr2b,0.115327437372982
gene-Acvrl1,0.899122897397055
gene-Acy1,0.944950328201611
gene-Acyp1,1
gene-Acyp2,0.691612412854162
gene-Ada,0.981377245091769
gene-Adal,0.0350265406893611
gene-Adam10,4.11223575564902e-07
gene-Adam11,0.00197020502275396
gene-Adam12,0.597947150353597
gene-Adam15+gene-Dcst1,0.725523773850141
gene-Adam17,0.0179931136843752
gene-Adam19,4.15918142152121e-05
gene-Adam21,1
gene-Adam22,1.06848781687719e-05
gene-Adam23,0.298292796649105
gene-Adam8,0.168733487201341
gene-Adam9,0.109140011067973
gene-Adamts1,0.390014704699969
gene-Adamts10,0.0741514956846046
gene-Adamts12,0.207202812732089
gene-Adamts15,0.897822170131083
gene-Adamts16,1
gene-Adamts17,0.000198992690788671
gene-Adamts18,0.698198038703743
gene-Adamts19,1
gene-Adamts2,0.835753792620734
gene-Adamts20,0.288734341960176
gene-Adamts3,0
gene-Adamts4,0.228360285792
gene-Adamts5,0.964189624719829
gene-Adamts6,0.258121905680504
gene-Adamts7,0.384452986191747
gene-Adamts8,0.611055834740803
gene-Adamts9,1
gene-Adamtsl1,0.305334956616571
gene-Adamtsl2,0.499865408583213
gene-Adamtsl3,1
gene-Adap1,0.950618378938627
gene-Adap2,0.994184216834059
gene-Adar,6.35714373587046e-07
gene-Adarb1,0.0801713064212121
gene-Adarb2,0.879426806584956
gene-Adat1,0.897084339617566
gene-Adat2,0.999680271203487
gene-Adck1,0.791906737449278
gene-Adck2,0.547069961474789
gene-Adck5,0.842429423001543
gene-Adcy1,0
gene-Adcy2,0.777091850978294
gene-Adcy3,0.190292275297932
gene-Adcy5,0.0329521894236511
gene-Adcy6,0.0373294194051378
gene-Adcy7,1
gene-Adcy8,0.131866881411742
gene-Adcy9,0.0458389709137732
gene-Adcyap1,1
gene-Adcyap1r1,0
gene-Add1,1.91200543769736e-12
gene-Add2,2.09815189517891e-10
gene-Add3,0.0419991734917737
gene-Adgra1,0.657584234336681
gene-Adgra2,0.65312514180802
gene-Adgra3,0.0178027630702463
gene-Adgrb1,8.47936475002951e-09
gene-Adgrb2,4.36956786948386e-05
gene-Adgrb3,0.0187755223516709
gene-Adgrf5,0.0117349166506264
gene-Adgrg1,0.0110183905276501
gene-Adgrg2,0.101036535466273
gene-Adgrg6,1
gene-Adgrl1,3.19131426767536e-13
gene-Adgrl2,3.5247918022008e-08
gene-Adgrl3,9.55731896653686e-07
gene-Adgrl4,0.154403753387993
gene-Adgrv1,0.247113541429646
gene-Adh5,0.941158228166121
gene-Adhfe1,0.866412787132883
gene-Adi1,1
gene-Adipor1,0.169504267848597
gene-Adipor2,0.0132223853729621
gene-Adissp,1
gene-Adk,0.677859785619971
gene-Adm,1
gene-Adnp2,0.000256978097296522
gene-Adora1,0.508161854227593
gene-Adora2a,0.292870372009978
gene-Adpgk,0.087518997314075
gene-Adprh,1
gene-Adprm,0.985354934589719
gene-Adprs,0.918339707227987
gene-Adra1a,0.0841963228770976
gene-Adra1b,1
gene-Adrm1,0.0538205779288273
gene-Adsl,0.539169423816404
gene-Adss2,0.0339136581123973
gene-Aebp1,0.0062407180267167
gene-Aebp2,0.0417202745087753
gene-Aen,1
gene-Afap1,3.6984587786293e-07
gene-Afap1l1,0.108790703618307
gene-Afap1l2,0.603542945919168
gene-Afdn,9.71345972361065e-10
gene-Aff1,0.305558794868376
gene-Aff2,9.08431787824811e-05
gene-Aff3,0.000154370505193467
gene-Aff4,0
gene-Afg1l,0.0261624876894172
gene-Afg2a,0.0387618465129595
gene-Afg2b,0.241121356447733
gene-Afg3l1,0.00703392098837371
gene-Afg3l2,0.266647852597369
gene-Afmid,0.968394849990928
gene-Aftph,0.0520746521904089
gene-Aga,1
gene-Agap1,8.55391994083176e-08
gene-Agap2,5.72744609517173e-08
gene-Agap3,0.00596896658066694
gene-Agbl3,0.344916842627564
gene-Agbl5+gene-n-TYgta9+gene-n-TAagc15,0.514628840182925
gene-Ager,0.982794416796684
gene-Agfg1,0.00521350120554503
gene-Agfg2,0.701703886770574
gene-Aggf1,0.244631746434848
gene-Agk,0.552458117069982
gene-Agl,0.189726745657298
gene-Ago1,8.91232886948362e-14
gene-Ago2,1.90756797603064e-10
gene-Ago3,6.61699191860187e-06
gene-Ago4,4.09889461834509e-06
gene-Agpat1,0.613680340530261
gene-Agpat3,0.000256216639983172
gene-Agpat4,0.875829343653212
gene-Agpat5,0.00906477716214803
gene-Agps,0
gene-Agrn,1.26284408783114e-07
gene-Agtpbp1,0.000209503423301453
gene-Agtrap,0.103151197294363
gene-Ahctf1+gene-Kif28,8.97495178167199e-07
gene-Ahcy,0.612700925669902
gene-Ahcyl1,0.00231516449518638
gene-Ahcyl2,0.285062059052651
gene-Ahdc1,0.0791328119331112
gene-Ahi1,3.0471080234775e-09
gene-Ahnak,1.65219289668808e-09
gene-Ahnak2,0.337320873359293
gene-Ahr,0.00131773080929014
gene-Ahrr,1
gene-Ahsa1,0.135236196779044
gene-Ahsa2,0.028167687950405
gene-Ahsp,1
gene-Aida,0.953343882537746
gene-Aif1l,0.837800052746833
gene-Aifm1,0.631940590978119
gene-Aifm2,0.854435263867564
gene-Aifm3,0.963904612735848
gene-Aig1,0.378962959415426
gene-Aim2,0.0763786838164234
gene-Aimp1,1
gene-Aimp2,0.954851257330325
gene-Aip,0.853604439518663
gene-Airim,0.568176978419251
gene-Airn,0.808871235245719
gene-Ajap1,0.945074807706877
gene-Ajm1+gene-Phpt1,0.114301060160316
gene-Ajuba,1
gene-Ak1,1
gene-Ak2,0.976635851335091
gene-Ak3,9.54491183162507e-06
gene-Ak4,0.324895167763615
gene-Ak5,0.0872648091274406
gene-Ak6+gene-Taf9,0.398015012033437
gene-Akap1,0.0327673099737287
gene-Akap10,0.21371192238207
gene-Akap11,0
gene-Akap12,0.000305535381753592
gene-Akap13,0.252093118537126
gene-Akap17a,0.358249141634399
gene-Akap17b,0.172004296069545
gene-Akap5,0.892295668975664
gene-Akap6,3.24967551739384e-09
gene-Akap7,0.357720859912406
gene-Akap8,0.00520136308719687
gene-Akap8l,0.051712038952966
gene-Akap9,1.45173322095722e-06
gene-Akip1,1
gene-Akirin1,0.0301308759866467
gene-Akirin2,0.595901861125477
gene-Akna,0.0798291055298164
gene-Akr1a1,0.530318737521916
gene-Akr1b1,0.961963498489643
gene-Akr1b10,1
gene-Akr1c19,1
gene-Akr1e1,0.239249978980239
gene-Akr7a5,0.734497985724786
gene-Akt1,0.479665111963327
gene-Akt1s1+gene-Mir707,0.048945955440473
gene-Akt2,0.756138748044256
gene-Akt3,0
gene-Aktip,0.782542925622894
gene-Alad,0.381067637920988
gene-Alas1,0.82992627714707
gene-Alas2,0.897519063101394
gene-Alb,0.885344685219414
gene-Alcam,5.56161506849372e-06
gene-Aldh16a1,0.97837055293582
gene-Aldh18a1,0.000144600235806023
gene-Aldh1a3,1
gene-Aldh1b1,1
gene-Aldh1l1,0.675043291431491
gene-Aldh1l2,0.00696802752397039
gene-Aldh2,0.358950280473769
gene-Aldh3a2,0.922325201095504
gene-Aldh4a1,0.58744630511605
gene-Aldh5a1,0.0255813525450524
gene-Aldh6a1,0.002280712174001
gene-Aldh7a1,0.84089340769269
gene-Aldh9a1,0.0283556491172791
gene-Aldoc,1
gene-Alg1,0.618694151454965
gene-Alg11,5.37120413490245e-07
gene-Alg12,1
gene-Alg13,0.667878027654867
gene-Alg14,1
gene-Alg2,0.00141106286343632
gene-Alg3,0.971863000689338
gene-Alg5,0.00906392359779442
gene-Alg6,0.841269967888713
gene-Alg8,0.0677664069131319
gene-Alg9,0.864025795909216
gene-Alk,0.37631613957488
gene-Alkbh1+gene-Nrp,0.893890646271095
gene-Alkbh2,0.912104981522538
gene-Alkbh3,0.239986380915262
gene-Alkbh4,1
gene-Alkbh5,0.150919461779443
gene-Alkbh6,1
gene-Alkbh7,1
gene-Alkbh8,0.00139208214789488
gene-Alms1,0.0073679668218914
gene-Alox15,0.36820597917417
gene-Alox5ap,0.908678646342182
gene-Aloxe3,1
gene-Alpk1,1
gene-Alpl,0.625928266738303
gene-Als2cl,0.981208069965008
gene-Alyref,0.839615210386566
gene-Amacr,0.843792935233934
gene-Ambra1,0.000232478346174039
gene-Amd1,0.234888323984256
gene-Amdhd2,0.905356251276855
gene-Amer1,1
gene-Amer2,9.9600000231362e-07
gene-Amer3,0.985952779925121
gene-Amfr,0.055213634168541
gene-Amh,1
gene-Amigo1,0.545257571724744
gene-Amigo2+gene-Gm57814,1
gene-Ammecr1,1
gene-Ammecr1l,0.203210467093567
gene-Amn,0.0301970657015826
gene-Amn1,0.137922546271521
gene-Amot,0.000105947087135395
gene-Amotl1,0.334359560933756
gene-Amotl2,0.0140023994782607
gene-Ampd2,0.00326328408971899
gene-Ampd3,0.762480114219774
gene-Amph,7.96709609863371e-06
gene-Amt,0.757345293634221
gene-Amy1,0.930308869570585
gene-Amz1,0.830734591277707
gene-Amz2,0.178137127562721
gene-Anapc1,2.53761361691193e-09
gene-Anapc10,0.614326720166475
gene-Anapc11,1
gene-Anapc13,1
gene-Anapc15,0.762761507516969
gene-Anapc16,0.26568129347516
gene-Anapc2,0.272844900217511
gene-Anapc4,0.0140807582666187
gene-Anapc5,0.000993090148713449
gene-Anapc7,0.825194734379984
gene-Ang+gene-Rnase4,1
gene-Angel1,0.547308346462571
gene-Angel2,0.136457372372271
gene-Angpt1,0.000572020793845057
gene-Angptl2,0.771840119940514
gene-Angptl4,1
gene-Angptl6,1
gene-Ank,0.00698281076457728
gene-Ank1,0.000840038438130427
gene-Ank2,0
gene-Ank3,0
gene-Ankdd1a,0.165120904604694
gene-Ankfn1,1
gene-Ankfy1,4.67101673332112e-06
gene-Ankhd1,7.74221763811537e-05
gene-Ankib1,0.00907348666291896
gene-Ankle1,0.583365742343238
gene-Ankle2,0.00112884884611342
gene-Ankmy2,0.594240875406231
gene-Ankra2,0.995932589923953
gene-Ankrd10+gene-Mir7238,0.0253896955570282
gene-Ankrd11,0.00656970067287836
gene-Ankrd13a,0.0003593319160796
gene-Ankrd13b,0.168234490093135
gene-Ankrd13c,3.71241277964542e-05
gene-Ankrd13d,0.612653100148436
gene-Ankrd16,0.251379549976254
gene-Ankrd17,5.73971608659844e-05
gene-Ankrd23+gene-Ankrd39,0.975487086798449
gene-Ankrd24,0.933932216674685
gene-Ankrd26,0.193335218026019
